director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,summary,overview
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance,Easy Virtue,Colin Firth Kristin Scott Thomas Kris Marshall Stephan Elliott Comedy Romance,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window."
James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,Fighting Caravans,Christopher Lee Joseph Cotten Behrouz Vossoughi James Fargo Action Adventure History,"Clint Belmet (Gary Cooper) is a bit of a firebrand and is sentenced to at least 30 days in jail, but his partners, Bill Jackson (Ernest Torrence) and Jim Bridger (Tully Marshall) talk a sympathetic Frenchwoman named Felice (Lili Damita) into telling the bumbling, drunken marshal that Clint had married her the previous night. Clint is released so he can accompany Felice on the wagon train heading west to California."
Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History,Mr. Turner,Lesley Manville Ruth Sheen Karl Johnson Mike Leigh Biography Drama History,"Eccentric British painter J.M.W. Turner  lives his last 25 years with gusto and secretly becomes involved with a seaside landlady, while his faithful housekeeper bears an unrequited love for him."
Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance,Wild Grass,Mathieu Amalric Sara Forestier Edouard Baer Alain Resnais Drama Romance,"A Taiwanese woman's journey to America reveals her fantasy of love and an identity entangled with beauty, sexuality, nationality and two languages. Through the protagonist confronting her own image and her failure at communicating, Wild Grass tells an unusual love story that is deceptive yet revealing."
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War,Amen.,Sebastian Koch Mathieu Kassovitz Ulrich Mühe Costa-Gavras Biography Crime Drama War,"Kurt Gerstein—a member of the Institute for Hygiene of the Waffen-SS—is horrified by what he sees in the death camps. he is then shocked to learn that the process he used to purify water for his troops by using Zyklon-B, is now used to kill people in gas chambers."
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,Action,剑雨,Woo-sung Jung Shawn Yue Kelly Lin Chao-Bin Su Action,"Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret."
Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War,The Lucky Ones,John Heard Katherine LaNasa Mark L. Young Neil Burger Comedy Drama War,"The story revolves around three soldiers — Colee, T.K. and Cheaver — who return from the Iraq War after suffering injuries and learn that life has moved on without them. They end up on an unexpected road trip across the U.S."
Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama,Margaret,Matt Damon Kieran Culkin John Gallagher Jr. Kenneth Lonergan Drama,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives."
Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,Stan Helsing,Steve Howey Kenan Thompson Diora Baird Bo Zenga Comedy Horror,"It's Halloween night and video store clerk Stan Helsing just got stuck with a last minute request to deliver some videos. With his best friend, his best friend's date, and a smoking hot ex-girlfriend waiting to go to a party, Stan convinces them to take a side trip to Stormy Night Estates for the drop. But the group gets locked inside and Stan discovers he's actually Stan Van Helsing, descendan"
Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance,Flipped,Madeline Carroll Rebecca De Mornay Aidan Quinn Rob Reiner Comedy Drama Romance,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider."
Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance,Brokeback Mountain,Jake Gyllenhaal Heath Ledger Anne Hathaway Ang Lee Drama Romance,"Two modern-day cowboys meet on a shepherding job in the summer of '63, the two share a raw and powerful summer together that turns into a lifelong relationship conflict"
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,Teenage Mutant Ninja Turtles,Noel Fisher Danny Woodburn Jeremy Howard Jonathan Liebesman Action Adventure Comedy Sci-Fi,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance,Clueless,Donald Faison Dan Hedaya Elisa Donovan Amy Heckerling Comedy Romance,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him."
Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance,Far from Heaven,Dennis Quaid Celia Weston Michael Gaston Todd Haynes Drama Romance,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world."
Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi,Hot Tub Time Machine 2,Adam Scott Gillian Jacobs Collette Wolfe Steve Pink Comedy Sci-Fi,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend."
Philip Kaufman,Kate Winslet,Stephen Marcus,Amelia Warner,Biography Drama,Quills,Kate Winslet Stephen Marcus Amelia Warner Philip Kaufman Biography Drama,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun."
Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,Comedy Crime,Seven Psychopaths,Abbie Cornish Gabourey Sidibe Michael Stuhlbarg Martin McDonagh Comedy Crime,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
Kasi Lemmons,Colm Feore,Tamara Tunie,Aunjanue Ellis,Crime Drama Music Mystery Thriller,The Caveman's Valentine,Colm Feore Tamara Tunie Aunjanue Ellis Kasi Lemmons Crime Drama Music Mystery Thriller,"In this spine-tingling and visually stunning thriller, Academy AwardÂ®-nominee Samuel L. Jackson (Unbreakable, Shaft, Pulp Fiction delivers a ""full-throttle performance"" (People) as Romulus Ledbetter, a misunderstood musician turned recluse, hiding from personal demons in a New York City cave.  When Romulus finds the frozen body of a young drifter in a tree, the authorities - including his police officer daughter (Aunjanne Ellis) - claim the death is accidental. Romulus is convinced the man was murdered by prominent art photographer David Leppenraub (Colm Feore). But how can he prove he's right when everyone thinks he's insane?"
unknown,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,Action Crime Drama Thriller,Hell on the Border,Jacek Koman Marian Dziedziel Jaroslaw Boberek unknown Action Crime Drama Thriller,"This epic, action-packed Western tells the incredible true story of Bass Reeves, the first black marshal in the Wild West. Having escaped from slavery after the Civil War, he arrives in Arkansas seeking a job with the law. To prove himself, he must hunt down a deadly outlaw with the help of a grizzled journeyman. As he chases the criminal deeper into the Cherokee Nation, Reeves must not only dodge bullets, but severe discrimination in hopes of earning his star--and cement his place as a cowboy legend."
Oliver Hirschbiegel,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,Biography Drama History War,Dead Space: Downfall,Thomas Kretschmann Bruno Ganz Alexandra Maria Lara Oliver Hirschbiegel Biography Drama History War,"On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space."
Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,Biography Drama Romance,Mar adentro,Belén Rueda Lola Dueñas Tamar Novas Alejandro Amenábar Biography Drama Romance,"The Sea Inside is about Spaniard Ramón Sampedro, who fought a 30-year campaign to win the right to end his life with dignity. It is the story of Ramón’s relationships with two women: Julia a lawyer who supports his cause, and Rosa, a local woman who wants to convince him that life is worth living."
Jonathan Glazer,Scarlett Johansson,Paul Brannigan,Alison Chand,Drama Horror Sci-Fi Thriller,Under the Skin,Scarlett Johansson Paul Brannigan Alison Chand Jonathan Glazer Drama Horror Sci-Fi Thriller,A seductive alien prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.
Barry Levinson,Robin Williams,J.T. Walsh,Bruno Kirby,Biography Comedy Drama War,"Good Morning, Vietnam",Robin Williams J.T. Walsh Bruno Kirby Barry Levinson Biography Comedy Drama War,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand."
Hyung-rae Shim,Jason Mewes,Stephanie Danielson,Michael Rispoli,Comedy,The Last Godfather,Jason Mewes Stephanie Danielson Michael Rispoli Hyung-rae Shim Comedy,"Young-goo the son of mafia boss Don Carini, is too foolish to be part of the mafia elite. One day, Young-goo comes to his father and is trained by Tony V to be his father's successor. A few days later, Young-goo accidentally rescues Nancy, the only daughter of Don Bonfante, the boss of a rival mafia family. But Vinnie, an under-boss of the Bonfante family kidnapped her and fabricates that Young-goo has taken her. Vinnie's behavior provokes an armed conflict between the two families."
Jon M. Chu,Usher Raymond,Sean Kingston,Boys II Men,Documentary Music,Justin Bieber: Never Say Never,Usher Raymond Sean Kingston Boys II Men Jon M. Chu Documentary Music,"Tells the story of Justin Bieber, the kid from Canada with the hair, the smile and the voice: It chronicles his unprecedented rise to fame, all the way from busking in the streets of Stratford, Canada to putting videos on YouTube to selling out Madison Square Garden in New York as the headline act during the My World Tour from 2010. It features Usher, Scooter Braun, Ludacris, Sean Kingston, Antonio ""L.A."" Reid, Boyz II Men, Miley Cyrus, Jaden Smith, Justin's family members and parts of his crew and huge fanbase in a mix of interviews and guest performances. It was released in 3D in theaters all around the world and is the highest grossing concert movie of all time, beating the previous record held by Michael Jackson's This Is It from 2009."
